Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,base_score,best_classifier__C,best_classifier__hidden_layer_sizes,best_classifier__learning_rate_init,best_classifier__max_depth,best_classifier__n_estimators,best_classifier__penalty,booster,classifier,classifier__C,classifier__activation,classifier__alpha,classifier__base_score,classifier__batch_size,classifier__beta_1,classifier__beta_2,classifier__booster,classifier__bootstrap,classifier__ccp_alpha,classifier__class_weight,classifier__colsample_bylevel,classifier__colsample_bynode,classifier__colsample_bytree,classifier__criterion,classifier__dual,classifier__early_stopping,classifier__enable_categorical,classifier__epsilon,classifier__fit_intercept,classifier__gamma,classifier__gpu_id,classifier__hidden_layer_sizes,classifier__importance_type,classifier__interaction_constraints,classifier__intercept_scaling,classifier__l1_ratio,classifier__learning_rate,classifier__learning_rate_init,classifier__max_delta_step,classifier__max_depth,classifier__max_features,classifier__max_fun,classifier__max_iter,classifier__max_leaf_nodes,classifier__max_samples,classifier__min_child_weight,classifier__min_impurity_decrease,classifier__min_impurity_split,classifier__min_samples_leaf,classifier__min_samples_split,classifier__min_weight_fraction_leaf,classifier__missing,classifier__momentum,classifier__monotone_constraints,classifier__multi_class,classifier__n_estimators,classifier__n_iter_no_change,classifier__n_jobs,classifier__nesterovs_momentum,classifier__num_parallel_tree,classifier__objective,classifier__oob_score,classifier__penalty,classifier__power_t,classifier__predictor,classifier__random_state,classifier__reg_alpha,classifier__reg_lambda,classifier__scale_pos_weight,classifier__shuffle,classifier__solver,classifier__subsample,classifier__tol,classifier__tree_method,classifier__use_label_encoder,classifier__validate_parameters,classifier__validation_fraction,classifier__verbose,classifier__verbosity,classifier__warm_start,colsample_bylevel,colsample_bynode,colsample_bytree,cv,early_stopping_rounds,error_score,estimator,gamma,gpu_id,interaction_constraints,learning_rate,max_delta_step,max_depth,maximize,memory,min_child_weight,monotone_constraints,n_jobs,num_boost_round,num_parallel_tree,objective,param_grid,pre_dispatch,predictor,preprocessor,preprocessor__cat,preprocessor__cat__categories,preprocessor__cat__drop,preprocessor__cat__dtype,preprocessor__cat__handle_unknown,preprocessor__cat__sparse,preprocessor__n_jobs,preprocessor__num,preprocessor__num__memory,preprocessor__num__scaler,preprocessor__num__scaler__copy,preprocessor__num__scaler__quantile_range,preprocessor__num__scaler__unit_variance,preprocessor__num__scaler__with_centering,preprocessor__num__scaler__with_scaling,preprocessor__num__steps,preprocessor__num__verbose,preprocessor__remainder,preprocessor__sparse_threshold,preprocessor__transformer_weights,preprocessor__transformers,preprocessor__verbose,random_state,refit,reg_alpha,reg_lambda,return_train_score,scale_pos_weight,scoring,steps,subsample,tree_method,validate_parameters,verbose,verbose_eval,verbosity,GridSearchCV_score_unknown_dataset-2,best_cv_score,f1_score_unknown_dataset,mean_fit_time,mean_score_time,mean_test_score,rank_test_score,recall_score_unknown_dataset,std_fit_time,std_score_time,std_test_score,training_accuracy_score,training_f1_score,training_log_loss,training_precision_score,training_recall_score,training_roc_auc_score,training_score,estimator_class,estimator_name
2022-04-18 13:57:50,50.6min,1b1e19303f9b4a489879303ad7ae4452,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,5,,,,,,None,,,,,,nan,,None,,20,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                                  'total_events_o...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'products_with_description', 'total_events_on_Web', 'total_product_categories', 'total_products_with_images']), ('cat', OneHotEncoder(handle_unknown='ignore', sparse=False), [...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                               ...",,,,False,,,,,,12.714407348632813,0.3018353939056396,0.9219278527181617,2,,1.9090784805242218,0.03191436822629649,0.00023407266555847041,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 13:57:50,50.6min,26bbb4cb84c5452cb7be732726bb8c0e,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,15,,,,,,None,,,,,,nan,,None,,20,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                                  'total_events_o...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'products_with_description', 'total_events_on_Web', 'total_product_categories', 'total_products_with_images']), ('cat', OneHotEncoder(handle_unknown='ignore', sparse=False), [...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                               ...",,,,False,,,,,,30.053636074066162,0.19914069175720214,0.9196257731941497,4,,2.523223778349752,0.010786493898794013,0.00026407190532585595,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 13:57:50,50.6min,29b63a046144440b9c3d64738ca943e2,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,5,,,,,,None,,,,,,nan,,None,,100,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                                  'total_events_o...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'products_with_description', 'total_events_on_Web', 'total_product_categories', 'total_products_with_images']), ('cat', OneHotEncoder(handle_unknown='ignore', sparse=False), [...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                               ...",,,,False,,,,,,38.018973207473756,0.22619857788085937,0.9218766014441249,3,,1.5467593103941235,0.018966967167652383,0.00029845603150823694,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 13:57:50,50.6min,47b5e135b3ce49408a42f3911adb2a2c,modelXGB_3,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,None,,,,5,50,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,nan,"Pipeline(steps=[('preprocessor',
                 ColumnTransformer(transformers=[('num',
                                                  Pipeline(steps=[('scaler',
                                                                   RobustScaler(...",None,None,None,None,None,5,None,,None,None,None,20,None,binary:logistic,"{'classifier__n_estimators': [20, 50, 100], 'classifier__max_depth': [5, 15, 30]}",2*n_jobs,None,,,,,,,,,,,,,,,,,,,,,,,,42,True,None,None,False,None,None,,None,None,None,0,True,None,0.9220880172207606,0.9221905203230708,0.2025006557663723,,,,,0.1235331768721997,,,,0.923283903372399,0.9002424799895822,0.19299277644560323,0.9024194959379511,0.923283903372399,0.8876554285372831,0.923283903372399,sklearn.model_selection._search.GridSearchCV,GridSearchCV
2022-04-18 13:57:50,50.6min,63edeb5acccc4f7c84f5b65bcca7116b,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,15,,,,,,None,,,,,,nan,,None,,50,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                                  'total_events_o...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'products_with_description', 'total_events_on_Web', 'total_product_categories', 'total_products_with_images']), ('cat', OneHotEncoder(handle_unknown='ignore', sparse=False), [...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                               ...",,,,False,,,,,,53.46557116508484,0.22035694122314453,0.9184960880973563,5,,0.5515008179740817,0.01129372777919686,0.0001063761384290874,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 13:57:50,50.6min,8310288706e742a6a61a9e60ea0cce7b,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,5,,,,,,None,,,,,,nan,,None,,50,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                                  'total_events_o...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'products_with_description', 'total_events_on_Web', 'total_product_categories', 'total_products_with_images']), ('cat', OneHotEncoder(handle_unknown='ignore', sparse=False), [...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'products_with_description',
                               ...",,,,False,,,,,,21.136647367477416,0.19656243324279785,0.9221905203230708,1,,0.809721270791297,0.007401752906596215,0.00036468115017130654,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 11:36:01,51.6min,1bef95c77b274025bf74e25cbe52de9f,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,5,,,,,,None,,,,,,nan,,None,,100,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  'products_with_des...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'intercom_conversations', 'products_with_description', 'total_product_categories', 'total_products_with_images', 'total_events']), ('cat', OneHotEncoder(handle_unknown='ignore...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  ...",,,,False,,,,,,33.938913679122926,0.26088690757751465,0.9219833757848759,3,,0.6742489262731255,0.03343521057831227,0.0004917878736795171,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 11:36:01,51.6min,2ce43c9e777d46debf1911f97e6943d9,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,5,,,,,,None,,,,,,nan,,None,,20,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  'products_with_des...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'intercom_conversations', 'products_with_description', 'total_product_categories', 'total_products_with_images', 'total_events']), ('cat', OneHotEncoder(handle_unknown='ignore...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  ...",,,,False,,,,,,11.877975606918335,0.30783495903015134,0.9221755714771115,2,,1.3674621029457894,0.06651541860960054,0.0003394298468935201,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 11:36:01,51.6min,50697aa6cb934bddb8407cb62e3e766e,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,15,,,,,,None,,,,,,nan,,None,,20,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  'products_with_des...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'intercom_conversations', 'products_with_description', 'total_product_categories', 'total_products_with_images', 'total_events']), ('cat', OneHotEncoder(handle_unknown='ignore...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  ...",,,,False,,,,,,30.782879734039305,0.23253936767578126,0.9196877042349048,4,,9.29029624474584,0.016736579054902456,0.00037622624123394174,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
2022-04-18 11:36:01,51.6min,6509ff67aa554ee194bf8bdb50ecc008,,LOCAL,/Users/ext_asalassa/opt/anaconda3/lib/python3.8/site-packages/ipykernel_launcher.py,ext_asalassa,FINISHED,,,,,,,,,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, gamma=None, gpu_id=None,
              importance_type=None, interaction_const...",,,,None,,,,None,,,,None,None,None,,,,False,,,None,None,,None,None,,,None,,None,5,,,,,,None,,,,,,nan,,None,,50,,None,,None,binary:logistic,,,,None,42,None,None,None,,,None,,None,True,None,,,None,,,,,,,,,,,,,,,,None,,,,,,,,,,"ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  'products_with_des...","OneHotEncoder(handle_unknown='ignore', sparse=False)",auto,None,<class 'numpy.float64'>,ignore,False,None,"Pipeline(steps=[('scaler', RobustScaler())])",None,RobustScaler(),True,"(25.0, 75.0)",False,True,True,"[('scaler', RobustScaler())]",False,drop,0.3,None,"[('num', Pipeline(steps=[('scaler', RobustScaler())]), ['admin_visits', 'intercom_conversations', 'products_with_description', 'total_product_categories', 'total_products_with_images', 'total_events']), ('cat', OneHotEncoder(handle_unknown='ignore...",False,,,,,,,,"[('preprocessor', ColumnTransformer(transformers=[('num',
                                 Pipeline(steps=[('scaler', RobustScaler())]),
                                 ['admin_visits', 'intercom_conversations',
                                  ...",,,,False,,,,,,22.579647397994997,0.23469119071960448,0.9222695340881483,1,,5.2136541815383834,0.016508825087279477,0.0004333420081368348,,,,,,,,sklearn.pipeline.Pipeline,Pipeline
